Tree,Dendro,.id,Timestamp,Moisture,T1,T2,T3,Radius
ET1,a,20938,2022-07-27T17:00:00Z,4,22.75,-200,-200,1323.0945541226088
ET1,a,20939,2022-07-27T17:15:00Z,4,23.125,-200,-200,1323.0945541226088
ET1,a,20940,2022-07-27T17:30:00Z,4,23.625,-200,-200,1322.8228714626246
ET1,a,20941,2022-07-27T17:45:00Z,4,24.5,-200,-200,1322.5511888026406
ET1,a,20942,2022-07-27T18:00:00Z,4,23.375,-200,-200,1322.2795061426564
ET1,a,20943,2022-07-27T18:15:00Z,4,23.75,-200,-200,1322.2795061426564
ET1,a,20944,2022-07-27T18:30:00Z,4,22.875,-200,-200,1322.2795061426564
ET1,a,20945,2022-07-27T18:45:00Z,4,24.125,-200,-200,1322.5511888026406
ET1,a,20946,2022-07-27T19:00:00Z,4,23.375,-200,-200,1322.5511888026406
ET1,a,20947,2022-07-27T19:15:00Z,4,24.125,-200,-200,1322.5511888026406
ET1,a,20948,2022-07-27T19:30:00Z,4,26.375,-200,-200,1321.464458162704
ET1,a,20949,2022-07-27T19:45:00Z,4,26.125,-200,-200,1321.19277550272
ET1,a,20950,2022-07-27T20:00:00Z,4,25.125,-200,-200,1321.19277550272
ET1,a,20951,2022-07-27T20:15:00Z,4,23.875,-200,-200,1321.19277550272
ET1,a,20952,2022-07-27T20:30:00Z,4,23.375,-200,-200,1320.9210928427358
ET1,a,20953,2022-07-27T20:45:00Z,4,21.5,-200,-200,1320.9210928427358
ET1,a,20954,2022-07-27T21:00:00Z,4,20,-200,-200,1320.6494101827518
ET1,a,20955,2022-07-27T21:15:00Z,4,19.125,-200,-200,1320.3777275227676
ET1,a,20956,2022-07-27T21:30:00Z,4,18.75,-200,-200,1320.3777275227676
ET1,a,20957,2022-07-27T21:45:00Z,4,18.75,-200,-200,1320.3777275227676
ET1,a,20958,2022-07-27T22:00:00Z,4,18.625,-200,-200,1320.3777275227676
ET1,a,20959,2022-07-27T22:15:00Z,4,18.5,-200,-200,1320.3777275227676
ET1,a,20960,2022-07-27T22:30:00Z,4,18.5,-200,-200,1320.3777275227676
ET1,a,20961,2022-07-27T22:45:00Z,4,18.5,-200,-200,1320.3777275227676
ET1,a,20962,2022-07-27T23:00:00Z,4,18.5,-200,-200,1320.3777275227676
ET1,a,20963,2022-07-27T23:15:00Z,4,18.5,-200,-200,1320.3777275227676
ET1,a,20964,2022-07-27T23:30:00Z,4,18.4375,-200,-200,1320.3777275227676
ET1,a,20965,2022-07-27T23:45:00Z,4,18.375,-200,-200,1320.3777275227676
ET1,a,20966,2022-07-28T00:00:00Z,4,18.375,-200,-200,1320.3777275227676
ET1,a,20967,2022-07-28T00:15:00Z,4,18.25,-200,-200,1320.3777275227676
ET1,a,20968,2022-07-28T00:30:00Z,4,17.625,-200,-200,1320.3777275227676
ET1,a,20969,2022-07-28T00:45:00Z,4,17.5,-200,-200,1320.6494101827518
ET1,a,20970,2022-07-28T01:00:00Z,4,17.625,-200,-200,1320.3777275227676
ET1,a,20971,2022-07-28T01:15:00Z,4,17.625,-200,-200,1320.3777275227676
ET1,a,20972,2022-07-28T01:30:00Z,4,17.875,-200,-200,1320.3777275227676
ET1,a,20973,2022-07-28T01:45:00Z,4,17.875,-200,-200,1320.3777275227676
ET1,a,20974,2022-07-28T02:00:00Z,4,17.875,-200,-200,1320.3777275227676
ET1,a,20975,2022-07-28T02:15:00Z,4,17.875,-200,-200,1320.3777275227676
ET1,a,20976,2022-07-28T02:30:00Z,4,18,-200,-200,1320.3777275227676
ET1,a,20977,2022-07-28T02:45:00Z,4,18,-200,-200,1320.3777275227676
ET1,a,20978,2022-07-28T03:00:00Z,4,18,-200,-200,1320.6494101827518
ET1,a,20979,2022-07-28T03:15:00Z,4,18,-200,-200,1320.3777275227676
ET1,a,20980,2022-07-28T03:30:00Z,4,17.8125,-200,-200,1320.3777275227676
ET1,a,20981,2022-07-28T03:45:00Z,4,17.5,-200,-200,1320.3777275227676
ET1,a,20982,2022-07-28T04:00:00Z,4,17.625,-200,-200,1320.3777275227676
ET1,a,20983,2022-07-28T04:15:00Z,4,17.3125,-200,-200,1320.6494101827518
ET1,a,20984,2022-07-28T04:30:00Z,4,17.25,-200,-200,1320.3777275227676
ET1,a,20985,2022-07-28T04:45:00Z,4,17,-200,-200,1320.3777275227676
ET1,a,20986,2022-07-28T05:00:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,20987,2022-07-28T05:15:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,20988,2022-07-28T05:30:00Z,4,16.875,-200,-200,1320.3777275227676
ET1,a,20989,2022-07-28T05:45:00Z,4,16.75,-200,-200,1320.3777275227676
ET1,a,20990,2022-07-28T06:00:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,20991,2022-07-28T06:15:00Z,4,16.9375,-200,-200,1320.3777275227676
ET1,a,20992,2022-07-28T06:30:00Z,4,16.6875,-200,-200,1320.3777275227676
ET1,a,20993,2022-07-28T06:45:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,20994,2022-07-28T07:00:00Z,4,17.3125,-200,-200,1320.3777275227676
ET1,a,20995,2022-07-28T07:15:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,20996,2022-07-28T07:30:00Z,4,17.3125,-200,-200,1320.3777275227676
ET1,a,20997,2022-07-28T07:45:00Z,4,17.25,-200,-200,1320.3777275227676
ET1,a,20998,2022-07-28T08:00:00Z,4,17.25,-200,-200,1320.3777275227676
ET1,a,20999,2022-07-28T08:15:00Z,4,17.1875,-200,-200,1320.3777275227676
ET1,a,21000,2022-07-28T08:30:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,21001,2022-07-28T08:45:00Z,4,17.125,-200,-200,1320.3777275227676
ET1,a,21002,2022-07-28T09:00:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21003,2022-07-28T09:15:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21004,2022-07-28T09:30:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21005,2022-07-28T09:45:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21006,2022-07-28T10:00:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21007,2022-07-28T10:15:00Z,4,17.375,-200,-200,1320.3777275227676
ET1,a,21008,2022-07-28T10:30:00Z,4,17.4375,-200,-200,1320.3777275227676
ET1,a,21009,2022-07-28T10:45:00Z,4,17.5,-200,-200,1320.3777275227676
ET1,a,21010,2022-07-28T11:00:00Z,4,17.5,-200,-200,1320.3777275227676
ET1,a,21011,2022-07-28T11:15:00Z,4,17.5,-200,-200,1320.3777275227676
ET1,a,21012,2022-07-28T11:30:00Z,4,17.5,-200,-200,1320.3777275227676
ET1,a,21013,2022-07-28T11:45:00Z,4,17.5625,-200,-200,1320.3777275227676
ET1,a,21014,2022-07-28T12:00:00Z,4,17.5625,-200,-200,1320.3777275227676
ET1,a,21015,2022-07-28T12:15:00Z,4,17.5625,-200,-200,1320.3777275227676
ET1,a,21016,2022-07-28T12:30:00Z,4,17.6875,-200,-200,1320.3777275227676
ET1,a,21017,2022-07-28T12:45:00Z,4,17.875,-200,-200,1320.3777275227676
ET1,a,21018,2022-07-28T13:00:00Z,4,18.3125,-200,-200,1320.3777275227676
ET1,a,21019,2022-07-28T13:15:00Z,4,18.75,-200,-200,1320.3777275227676
ET1,a,21020,2022-07-28T13:30:00Z,4,19.125,-200,-200,1320.3777275227676
ET1,a,21021,2022-07-28T13:45:00Z,4,19.375,-200,-200,1320.1060448627836
ET1,a,21022,2022-07-28T14:00:00Z,4,20.125,-200,-200,1319.8343622027994
ET1,a,21023,2022-07-28T14:15:00Z,4,20.125,-200,-200,1319.8343622027994
ET1,a,21024,2022-07-28T14:30:00Z,4,20.5625,-200,-200,1319.8343622027994
ET1,a,21025,2022-07-28T14:45:00Z,4,20.375,-200,-200,1319.8343622027994
ET1,a,21026,2022-07-28T15:00:00Z,4,20.625,-200,-200,1319.5626795428152
ET1,a,21027,2022-07-28T15:15:00Z,4,20.875,-200,-200,1319.5626795428152
ET1,a,21028,2022-07-28T15:30:00Z,4,20.625,-200,-200,1319.5626795428152
ET1,a,21029,2022-07-28T15:45:00Z,4,21.125,-200,-200,1319.5626795428152
ET1,a,21030,2022-07-28T16:00:00Z,4,20.875,-200,-200,1319.5626795428152
ET1,a,21031,2022-07-28T16:15:00Z,4,20.8125,-200,-200,1319.5626795428152
ET1,a,21032,2022-07-28T16:30:00Z,4,20.75,-200,-200,1319.5626795428152
ET1,a,21033,2022-07-28T16:45:00Z,4,20.75,-200,-200,1319.5626795428152
ET1,a,21034,2022-07-28T17:00:00Z,4,20.375,-200,-200,1319.5626795428152
ET1,a,21035,2022-07-28T17:15:00Z,4,20.6875,-200,-200,1319.5626795428152
ET1,a,21036,2022-07-28T17:30:00Z,4,20.8125,-200,-200,1319.5626795428152
ET1,a,21037,2022-07-28T17:45:00Z,4,22.125,-200,-200,1319.2909968828312
ET1,a,21038,2022-07-28T18:00:00Z,4,20.5,-200,-200,1319.2909968828312
ET1,a,21039,2022-07-28T18:15:00Z,4,19.875,-200,-200,1319.2909968828312
ET1,a,21040,2022-07-28T18:30:00Z,4,20.5,-200,-200,1319.2909968828312
ET1,a,21041,2022-07-28T18:45:00Z,4,21,-200,-200,1319.2909968828312
ET1,a,21042,2022-07-28T19:00:00Z,4,19.8125,-200,-200,1319.2909968828312
ET1,a,21043,2022-07-28T19:15:00Z,4,20.25,-200,-200,1319.2909968828312
ET1,a,21044,2022-07-28T19:30:00Z,4,20.375,-200,-200,1319.2909968828312
ET1,a,21045,2022-07-28T19:45:00Z,4,21.5,-200,-200,1319.2909968828312
ET1,a,21046,2022-07-28T20:00:00Z,4,21.5,-200,-200,1319.019314222847
ET1,a,21047,2022-07-28T20:15:00Z,4,20.25,-200,-200,1319.2909968828312
ET1,a,21048,2022-07-28T20:30:00Z,4,20.25,-200,-200,1319.2909968828312
ET1,a,21049,2022-07-28T20:45:00Z,4,20.875,-200,-200,1319.2909968828312
ET1,a,21050,2022-07-28T21:00:00Z,4,21.6875,-200,-200,1319.2909968828312
ET1,a,21051,2022-07-28T21:15:00Z,4,21.3125,-200,-200,1319.019314222847
ET1,a,21052,2022-07-28T21:30:00Z,4,22.0625,-200,-200,1319.019314222847
ET1,a,21053,2022-07-28T21:45:00Z,4,22,-200,-200,1319.019314222847
ET1,a,21054,2022-07-28T22:00:00Z,4,20.375,-200,-200,1319.019314222847
ET1,a,21055,2022-07-28T22:15:00Z,4,19.875,-200,-200,1319.019314222847
ET1,a,21056,2022-07-28T22:30:00Z,4,19.625,-200,-200,1319.019314222847
ET1,a,21057,2022-07-28T22:45:00Z,4,19.625,-200,-200,1319.019314222847
ET1,a,21058,2022-07-28T23:00:00Z,4,19.375,-200,-200,1319.019314222847
ET1,a,21059,2022-07-28T23:15:00Z,4,19.125,-200,-200,1319.019314222847
ET1,a,21060,2022-07-28T23:30:00Z,4,19.125,-200,-200,1319.019314222847
ET1,a,21061,2022-07-28T23:45:00Z,4,18.875,-200,-200,1319.019314222847
ET1,a,21062,2022-07-29T00:00:00Z,4,18.3125,-200,-200,1319.019314222847
ET1,a,21063,2022-07-29T00:15:00Z,4,18.125,-200,-200,1319.019314222847
ET1,a,21064,2022-07-29T00:30:00Z,4,18.0625,-200,-200,1319.019314222847
ET1,a,21065,2022-07-29T00:45:00Z,4,18.125,-200,-200,1319.2909968828312
ET1,a,21066,2022-07-29T01:00:00Z,4,18.0625,-200,-200,1319.2909968828312
ET1,a,21067,2022-07-29T01:15:00Z,4,18.125,-200,-200,1319.019314222847
ET1,a,21068,2022-07-29T01:30:00Z,4,18.375,-200,-200,1319.2909968828312
ET1,a,21069,2022-07-29T01:45:00Z,4,18.8125,-200,-200,1319.2909968828312
ET1,a,21070,2022-07-29T02:00:00Z,4,18.375,-200,-200,1319.019314222847
ET1,a,21071,2022-07-29T02:15:00Z,4,18.375,-200,-200,1319.2909968828312
ET1,a,21072,2022-07-29T02:30:00Z,4,18.375,-200,-200,1319.019314222847
ET1,a,21073,2022-07-29T02:45:00Z,4,18.25,-200,-200,1319.2909968828312
ET1,a,21074,2022-07-29T03:00:00Z,4,18.3125,-200,-200,1319.2909968828312
ET1,a,21075,2022-07-29T03:15:00Z,4,18.25,-200,-200,1319.2909968828312
ET1,a,21076,2022-07-29T03:30:00Z,4,18.3125,-200,-200,1319.2909968828312
ET1,a,21077,2022-07-29T03:45:00Z,4,18.5,-200,-200,1319.2909968828312
ET1,a,21078,2022-07-29T04:00:00Z,4,18.25,-200,-200,1319.019314222847
ET1,a,21079,2022-07-29T04:15:00Z,4,18.25,-200,-200,1319.019314222847
ET1,a,21080,2022-07-29T04:30:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21081,2022-07-29T04:45:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21082,2022-07-29T05:00:00Z,4,17.6875,-200,-200,1319.2909968828312
ET1,a,21083,2022-07-29T05:15:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21084,2022-07-29T05:30:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21085,2022-07-29T05:45:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21086,2022-07-29T06:00:00Z,4,17.5,-200,-200,1319.019314222847
ET1,a,21087,2022-07-29T06:15:00Z,4,17.375,-200,-200,1319.2909968828312
ET1,a,21088,2022-07-29T06:30:00Z,4,17.375,-200,-200,1319.2909968828312
ET1,a,21089,2022-07-29T06:45:00Z,4,17.375,-200,-200,1319.2909968828312
ET1,a,21090,2022-07-29T07:00:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21091,2022-07-29T07:15:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21092,2022-07-29T07:30:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21093,2022-07-29T07:45:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21094,2022-07-29T08:00:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21095,2022-07-29T08:15:00Z,4,17.6875,-200,-200,1319.2909968828312
ET1,a,21096,2022-07-29T08:30:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21097,2022-07-29T08:45:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21098,2022-07-29T09:00:00Z,4,17.6875,-200,-200,1319.2909968828312
ET1,a,21099,2022-07-29T09:15:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21100,2022-07-29T09:30:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21101,2022-07-29T09:45:00Z,4,17.75,-200,-200,1319.2909968828312
ET1,a,21102,2022-07-29T10:00:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21103,2022-07-29T10:15:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21104,2022-07-29T10:30:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21105,2022-07-29T10:45:00Z,4,17.625,-200,-200,1319.2909968828312
ET1,a,21106,2022-07-29T11:00:00Z,4,17.5,-200,-200,1319.2909968828312
ET1,a,21107,2022-07-29T11:15:00Z,4,17.3125,-200,-200,1319.2909968828312
ET1,a,21108,2022-07-29T11:30:00Z,4,17.375,-200,-200,1319.2909968828312
ET1,a,21109,2022-07-29T11:45:00Z,4,17.6875,-200,-200,1319.2909968828312
ET1,a,21110,2022-07-29T12:00:00Z,4,17.9375,-200,-200,1319.2909968828312
ET1,a,21111,2022-07-29T12:15:00Z,4,18.3125,-200,-200,1319.2909968828312
ET1,a,21112,2022-07-29T12:30:00Z,4,18.75,-200,-200,1319.2909968828312
ET1,a,21113,2022-07-29T12:45:00Z,4,19.125,-200,-200,1319.2909968828312
ET1,a,21114,2022-07-29T13:00:00Z,4,19.375,-200,-200,1319.2909968828312
ET1,a,21115,2022-07-29T13:15:00Z,4,19.4375,-200,-200,1319.2909968828312
ET1,a,21116,2022-07-29T13:30:00Z,4,19.5,-200,-200,1319.2909968828312
ET1,a,21117,2022-07-29T13:45:00Z,4,19.875,-200,-200,1319.2909968828312
ET1,a,21118,2022-07-29T14:00:00Z,4,20.5,-200,-200,1319.2909968828312
ET1,a,21119,2022-07-29T14:15:00Z,4,21.25,-200,-200,1319.019314222847
ET1,a,21120,2022-07-29T14:30:00Z,4,21.125,-200,-200,1319.019314222847
ET1,a,21121,2022-07-29T14:45:00Z,4,20.8125,-200,-200,1318.747631562863
ET1,a,21122,2022-07-29T15:00:00Z,4,21,-200,-200,1319.019314222847
ET1,a,21123,2022-07-29T15:15:00Z,4,21.375,-200,-200,1318.747631562863
ET1,a,21124,2022-07-29T15:30:00Z,4,21.1875,-200,-200,1318.747631562863
ET1,a,21125,2022-07-29T15:45:00Z,4,20.8125,-200,-200,1318.747631562863
ET1,a,21126,2022-07-29T16:00:00Z,4,20.75,-200,-200,1318.747631562863
ET1,a,21127,2022-07-29T16:15:00Z,4,21,-200,-200,1318.747631562863
ET1,a,21128,2022-07-29T16:30:00Z,4,21.0625,-200,-200,1318.747631562863
ET1,a,21129,2022-07-29T16:45:00Z,4,21.5,-200,-200,1318.4759489028788
ET1,a,21130,2022-07-29T17:00:00Z,4,21.375,-200,-200,1318.747631562863
ET1,a,21131,2022-07-29T17:15:00Z,4,22.0625,-200,-200,1318.747631562863
ET1,a,21132,2022-07-29T17:30:00Z,4,23.375,-200,-200,1318.4759489028788
ET1,a,21133,2022-07-29T17:45:00Z,4,23.5,-200,-200,1317.6609009229264
ET1,a,21134,2022-07-29T18:00:00Z,4,23.625,-200,-200,1317.6609009229264
ET1,a,21135,2022-07-29T18:15:00Z,4,23.875,-200,-200,1317.9325835829106
ET1,a,21136,2022-07-29T18:30:00Z,4,23.875,-200,-200,1317.6609009229264
ET1,a,21137,2022-07-29T18:45:00Z,4,23.875,-200,-200,1317.9325835829106
ET1,a,21138,2022-07-29T19:00:00Z,4,24.25,-200,-200,1317.9325835829106
ET1,a,21139,2022-07-29T19:15:00Z,4,24.125,-200,-200,1317.6609009229264
ET1,a,21140,2022-07-29T19:30:00Z,4,23.4375,-200,-200,1317.3892182629424
ET1,a,21141,2022-07-29T19:45:00Z,4,22.9375,-200,-200,1317.6609009229264
ET1,a,21142,2022-07-29T20:00:00Z,4,24.3125,-200,-200,1317.3892182629424
ET1,a,21143,2022-07-29T20:15:00Z,4,22.8125,-200,-200,1317.3892182629424
ET1,a,21144,2022-07-29T20:30:00Z,4,23.3125,-200,-200,1317.3892182629424
ET1,a,21145,2022-07-29T20:45:00Z,4,22.25,-200,-200,1317.3892182629424
ET1,a,21146,2022-07-29T21:00:00Z,4,22.5,-200,-200,1317.3892182629424
ET1,a,21147,2022-07-29T21:15:00Z,4,21.875,-200,-200,1317.3892182629424
ET1,a,21148,2022-07-29T21:30:00Z,4,21.8125,-200,-200,1317.3892182629424
ET1,a,21149,2022-07-29T21:45:00Z,4,21.125,-200,-200,1317.3892182629424
ET1,a,21150,2022-07-29T22:00:00Z,4,21.125,-200,-200,1317.3892182629424
ET1,a,21151,2022-07-29T22:15:00Z,4,20.5625,-200,-200,1317.3892182629424
ET1,a,21152,2022-07-29T22:30:00Z,4,20.25,-200,-200,1317.3892182629424
ET1,a,21153,2022-07-29T22:45:00Z,4,20.875,-200,-200,1317.3892182629424
ET1,a,21154,2022-07-29T23:00:00Z,4,20.5,-200,-200,1317.3892182629424
ET1,a,21155,2022-07-29T23:15:00Z,4,20.25,-200,-200,1317.3892182629424
ET1,a,21156,2022-07-29T23:30:00Z,4,19.9375,-200,-200,1317.3892182629424
ET1,a,21157,2022-07-29T23:45:00Z,4,19.625,-200,-200,1317.3892182629424
ET1,a,21158,2022-07-30T00:00:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21159,2022-07-30T00:15:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21160,2022-07-30T00:30:00Z,4,19.1875,-200,-200,1317.3892182629424
ET1,a,21161,2022-07-30T00:45:00Z,4,19.1875,-200,-200,1317.3892182629424
ET1,a,21162,2022-07-30T01:00:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21163,2022-07-30T01:15:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21164,2022-07-30T01:30:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21165,2022-07-30T01:45:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21166,2022-07-30T02:00:00Z,4,19.5,-200,-200,1317.3892182629424
ET1,a,21167,2022-07-30T02:15:00Z,4,19.375,-200,-200,1317.3892182629424
ET1,a,21168,2022-07-30T02:30:00Z,4,19.375,-200,-200,1317.3892182629424
ET1,a,21169,2022-07-30T02:45:00Z,4,19,-200,-200,1317.3892182629424
ET1,a,21170,2022-07-30T03:00:00Z,4,18.625,-200,-200,1317.3892182629424
ET1,a,21171,2022-07-30T03:15:00Z,4,18.75,-200,-200,1317.3892182629424
ET1,a,21172,2022-07-30T03:30:00Z,4,18.875,-200,-200,1317.3892182629424
ET1,a,21173,2022-07-30T03:45:00Z,4,18.625,-200,-200,1317.3892182629424
ET1,a,21174,2022-07-30T04:00:00Z,4,18.625,-200,-200,1317.6609009229264
ET1,a,21175,2022-07-30T04:15:00Z,4,18.625,-200,-200,1317.3892182629424
ET1,a,21176,2022-07-30T04:30:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21177,2022-07-30T04:45:00Z,4,18.625,-200,-200,1317.3892182629424
ET1,a,21178,2022-07-30T05:00:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21179,2022-07-30T05:15:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21180,2022-07-30T05:30:00Z,4,18.4375,-200,-200,1317.3892182629424
ET1,a,21181,2022-07-30T05:45:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21182,2022-07-30T06:00:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21183,2022-07-30T06:15:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21184,2022-07-30T06:30:00Z,4,18,-200,-200,1317.3892182629424
ET1,a,21185,2022-07-30T06:45:00Z,4,18,-200,-200,1317.3892182629424
ET1,a,21186,2022-07-30T07:00:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21187,2022-07-30T07:15:00Z,4,18,-200,-200,1317.3892182629424
ET1,a,21188,2022-07-30T07:30:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21189,2022-07-30T07:45:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21190,2022-07-30T08:00:00Z,4,18,-200,-200,1317.3892182629424
ET1,a,21191,2022-07-30T08:15:00Z,4,18.125,-200,-200,1317.3892182629424
ET1,a,21192,2022-07-30T08:30:00Z,4,18.1875,-200,-200,1317.3892182629424
ET1,a,21193,2022-07-30T08:45:00Z,4,18.3125,-200,-200,1317.3892182629424
ET1,a,21194,2022-07-30T09:00:00Z,4,18.4375,-200,-200,1317.3892182629424
ET1,a,21195,2022-07-30T09:15:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21196,2022-07-30T09:30:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21197,2022-07-30T09:45:00Z,4,17.875,-200,-200,1317.3892182629424
ET1,a,21198,2022-07-30T10:00:00Z,4,18,-200,-200,1317.3892182629424
ET1,a,21199,2022-07-30T10:15:00Z,4,18.25,-200,-200,1317.3892182629424
ET1,a,21200,2022-07-30T10:30:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21201,2022-07-30T10:45:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21202,2022-07-30T11:00:00Z,4,18.4375,-200,-200,1317.3892182629424
ET1,a,21203,2022-07-30T11:15:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21204,2022-07-30T11:30:00Z,4,18.375,-200,-200,1317.3892182629424
ET1,a,21205,2022-07-30T11:45:00Z,4,18.4375,-200,-200,1317.3892182629424
ET1,a,21206,2022-07-30T12:00:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21207,2022-07-30T12:15:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21208,2022-07-30T12:30:00Z,4,18.75,-200,-200,1317.3892182629424
ET1,a,21209,2022-07-30T12:45:00Z,4,18.5,-200,-200,1317.3892182629424
ET1,a,21210,2022-07-30T13:00:00Z,4,18.875,-200,-200,1317.3892182629424
ET1,a,21211,2022-07-30T13:15:00Z,4,19.25,-200,-200,1317.3892182629424
ET1,a,21212,2022-07-30T13:30:00Z,4,19.4375,-200,-200,1317.3892182629424
ET1,a,21213,2022-07-30T13:45:00Z,4,19.875,-200,-200,1317.3892182629424
