Dendrometer,.id,Timestamp,Moisture,T1,T2,T3,Radius
FB5a,21927,2022-08-07T00:30:00Z,4,16.4375,-200,-200,2666.5653077440256
FB5a,21928,2022-08-07T00:45:00Z,4,16.3125,-200,-200,2666.2936250840417
FB5a,21929,2022-08-07T01:00:00Z,4,16.125,-200,-200,2666.2936250840417
FB5a,21930,2022-08-07T01:15:00Z,4,16,-200,-200,2666.2936250840417
FB5a,21931,2022-08-07T01:30:00Z,4,15.875,-200,-200,2666.2936250840417
FB5a,21932,2022-08-07T01:45:00Z,4,15.875,-200,-200,2666.2936250840417
FB5a,21933,2022-08-07T02:00:00Z,4,16.0625,-200,-200,2666.2936250840417
FB5a,21934,2022-08-07T02:15:00Z,4,16.25,-200,-200,2666.2936250840417
FB5a,21935,2022-08-07T02:30:00Z,4,16.25,-200,-200,2666.2936250840417
FB5a,21936,2022-08-07T02:45:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21937,2022-08-07T03:00:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21938,2022-08-07T03:15:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21939,2022-08-07T03:30:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21940,2022-08-07T03:45:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21941,2022-08-07T04:00:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21942,2022-08-07T04:15:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21943,2022-08-07T04:30:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21944,2022-08-07T04:45:00Z,4,16.8125,-200,-200,2666.2936250840417
FB5a,21945,2022-08-07T05:00:00Z,4,16.8125,-200,-200,2666.2936250840417
FB5a,21946,2022-08-07T05:15:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21947,2022-08-07T05:30:00Z,4,16.6875,-200,-200,2666.2936250840417
FB5a,21948,2022-08-07T05:45:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21949,2022-08-07T06:00:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21950,2022-08-07T06:15:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21951,2022-08-07T06:30:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21952,2022-08-07T06:45:00Z,4,16.3125,-200,-200,2666.2936250840417
FB5a,21953,2022-08-07T07:00:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21954,2022-08-07T07:15:00Z,4,16.3125,-200,-200,2666.2936250840417
FB5a,21955,2022-08-07T07:30:00Z,4,16.25,-200,-200,2666.2936250840417
FB5a,21956,2022-08-07T07:45:00Z,4,16.25,-200,-200,2666.2936250840417
FB5a,21957,2022-08-07T08:00:00Z,4,16.25,-200,-200,2666.2936250840417
FB5a,21958,2022-08-07T08:15:00Z,4,16.3125,-200,-200,2666.2936250840417
FB5a,21959,2022-08-07T08:30:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21960,2022-08-07T08:45:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21961,2022-08-07T09:00:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21962,2022-08-07T09:15:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21963,2022-08-07T09:30:00Z,4,16.4375,-200,-200,2666.2936250840417
FB5a,21964,2022-08-07T09:45:00Z,4,16.375,-200,-200,2666.2936250840417
FB5a,21965,2022-08-07T10:00:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21966,2022-08-07T10:15:00Z,4,16.5,-200,-200,2666.2936250840417
FB5a,21967,2022-08-07T10:30:00Z,4,16.625,-200,-200,2666.2936250840417
FB5a,21968,2022-08-07T10:45:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21969,2022-08-07T11:00:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21970,2022-08-07T11:15:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21971,2022-08-07T11:30:00Z,4,16.8125,-200,-200,2666.2936250840417
FB5a,21972,2022-08-07T11:45:00Z,4,16.75,-200,-200,2666.2936250840417
FB5a,21973,2022-08-07T12:00:00Z,4,16.875,-200,-200,2666.2936250840417
FB5a,21974,2022-08-07T12:15:00Z,4,16.9375,-200,-200,2666.2936250840417
FB5a,21975,2022-08-07T12:30:00Z,4,17,-200,-200,2666.2936250840417
FB5a,21976,2022-08-07T12:45:00Z,4,17.125,-200,-200,2666.2936250840417
FB5a,21977,2022-08-07T13:00:00Z,4,17.125,-200,-200,2666.2936250840417
FB5a,21978,2022-08-07T13:15:00Z,4,17.3125,-200,-200,2666.2936250840417
FB5a,21979,2022-08-07T13:30:00Z,4,17.375,-200,-200,2666.2936250840417
FB5a,21980,2022-08-07T13:45:00Z,4,17.4375,-200,-200,2666.2936250840417
FB5a,21981,2022-08-07T14:00:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,21982,2022-08-07T14:15:00Z,4,18.125,-200,-200,2666.2936250840417
FB5a,21983,2022-08-07T14:30:00Z,4,18,-200,-200,2666.2936250840417
FB5a,21984,2022-08-07T14:45:00Z,4,18,-200,-200,2666.2936250840417
FB5a,21985,2022-08-07T15:00:00Z,4,18.125,-200,-200,2666.2936250840417
FB5a,21986,2022-08-07T15:15:00Z,4,17.8125,-200,-200,2666.2936250840417
FB5a,21987,2022-08-07T15:30:00Z,4,17.625,-200,-200,2666.2936250840417
FB5a,21988,2022-08-07T15:45:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,21989,2022-08-07T16:00:00Z,4,18.25,-200,-200,2666.2936250840417
FB5a,21990,2022-08-07T16:15:00Z,4,19.375,-200,-200,2666.2936250840417
FB5a,21991,2022-08-07T16:30:00Z,4,19.6875,-200,-200,2666.2936250840417
FB5a,21992,2022-08-07T16:45:00Z,4,19.375,-200,-200,2666.021942424057
FB5a,21993,2022-08-07T17:00:00Z,4,19.6875,-200,-200,2666.2936250840417
FB5a,21994,2022-08-07T17:15:00Z,4,20,-200,-200,2666.2936250840417
FB5a,21995,2022-08-07T17:30:00Z,4,20,-200,-200,2666.2936250840417
FB5a,21996,2022-08-07T17:45:00Z,4,20.1875,-200,-200,2666.2936250840417
FB5a,21997,2022-08-07T18:00:00Z,4,20.25,-200,-200,2666.021942424057
FB5a,21998,2022-08-07T18:15:00Z,4,19.6875,-200,-200,2666.2936250840417
FB5a,21999,2022-08-07T18:30:00Z,4,19.75,-200,-200,2666.021942424057
FB5a,22000,2022-08-07T18:45:00Z,4,19,-200,-200,2666.2936250840417
FB5a,22001,2022-08-07T19:00:00Z,4,19.125,-200,-200,2666.021942424057
FB5a,22002,2022-08-07T19:15:00Z,4,19.75,-200,-200,2666.2936250840417
FB5a,22003,2022-08-07T19:30:00Z,4,20.6875,-200,-200,2666.021942424057
FB5a,22004,2022-08-07T19:45:00Z,4,19.75,-200,-200,2666.021942424057
FB5a,22005,2022-08-07T20:00:00Z,4,19.5625,-200,-200,2666.021942424057
FB5a,22006,2022-08-07T20:15:00Z,4,19.6875,-200,-200,2666.021942424057
FB5a,22007,2022-08-07T20:30:00Z,4,20.9375,-200,-200,2666.021942424057
FB5a,22008,2022-08-07T20:45:00Z,4,19.9375,-200,-200,2666.021942424057
FB5a,22009,2022-08-07T21:00:00Z,4,20,-200,-200,2666.021942424057
FB5a,22010,2022-08-07T21:15:00Z,4,19.75,-200,-200,2666.021942424057
FB5a,22011,2022-08-07T21:30:00Z,4,19.125,-200,-200,2666.021942424057
FB5a,22012,2022-08-07T21:45:00Z,4,18.875,-200,-200,2666.021942424057
FB5a,22013,2022-08-07T22:00:00Z,4,18.5,-200,-200,2666.021942424057
FB5a,22014,2022-08-07T22:15:00Z,4,18.5625,-200,-200,2666.021942424057
FB5a,22015,2022-08-07T22:30:00Z,4,18.5625,-200,-200,2666.021942424057
FB5a,22016,2022-08-07T22:45:00Z,4,18.0625,-200,-200,2666.021942424057
FB5a,22017,2022-08-07T23:00:00Z,4,18,-200,-200,2666.2936250840417
FB5a,22018,2022-08-07T23:15:00Z,4,18,-200,-200,2666.021942424057
FB5a,22019,2022-08-07T23:30:00Z,4,17.875,-200,-200,2666.021942424057
FB5a,22020,2022-08-07T23:45:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,22021,2022-08-08T00:00:00Z,4,17.6875,-200,-200,2666.021942424057
FB5a,22022,2022-08-08T00:15:00Z,4,17.625,-200,-200,2666.2936250840417
FB5a,22023,2022-08-08T00:30:00Z,4,17.625,-200,-200,2666.021942424057
FB5a,22024,2022-08-08T00:45:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22025,2022-08-08T01:00:00Z,4,17.3125,-200,-200,2666.2936250840417
FB5a,22026,2022-08-08T01:15:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22027,2022-08-08T01:30:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22028,2022-08-08T01:45:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22029,2022-08-08T02:00:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22030,2022-08-08T02:15:00Z,4,17.5,-200,-200,2666.021942424057
FB5a,22031,2022-08-08T02:30:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22032,2022-08-08T02:45:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22033,2022-08-08T03:00:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22034,2022-08-08T03:15:00Z,4,17,-200,-200,2666.021942424057
FB5a,22035,2022-08-08T03:30:00Z,4,17,-200,-200,2666.2936250840417
FB5a,22036,2022-08-08T03:45:00Z,4,17,-200,-200,2666.021942424057
FB5a,22037,2022-08-08T04:00:00Z,4,17.0625,-200,-200,2666.2936250840417
FB5a,22038,2022-08-08T04:15:00Z,4,17,-200,-200,2666.021942424057
FB5a,22039,2022-08-08T04:30:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22040,2022-08-08T04:45:00Z,4,17.125,-200,-200,2666.2936250840417
FB5a,22041,2022-08-08T05:00:00Z,4,17,-200,-200,2666.2936250840417
FB5a,22042,2022-08-08T05:15:00Z,4,17.0625,-200,-200,2666.2936250840417
FB5a,22043,2022-08-08T05:30:00Z,4,17,-200,-200,2666.021942424057
FB5a,22044,2022-08-08T05:45:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22045,2022-08-08T06:00:00Z,4,17,-200,-200,2666.021942424057
FB5a,22046,2022-08-08T06:15:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22047,2022-08-08T06:30:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22048,2022-08-08T06:45:00Z,4,17.125,-200,-200,2666.2936250840417
FB5a,22049,2022-08-08T07:00:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22050,2022-08-08T07:15:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22051,2022-08-08T07:30:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22052,2022-08-08T07:45:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22053,2022-08-08T08:00:00Z,4,17,-200,-200,2666.021942424057
FB5a,22054,2022-08-08T08:15:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22055,2022-08-08T08:30:00Z,4,17.25,-200,-200,2666.2936250840417
FB5a,22056,2022-08-08T08:45:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22057,2022-08-08T09:00:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22058,2022-08-08T09:15:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22059,2022-08-08T09:30:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22060,2022-08-08T09:45:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22061,2022-08-08T10:00:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22062,2022-08-08T10:15:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22063,2022-08-08T10:30:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22064,2022-08-08T10:45:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22065,2022-08-08T11:00:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22066,2022-08-08T11:15:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22067,2022-08-08T11:30:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22068,2022-08-08T11:45:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22069,2022-08-08T12:00:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22070,2022-08-08T12:15:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22071,2022-08-08T12:30:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22072,2022-08-08T12:45:00Z,4,17.375,-200,-200,2665.7502597640732
FB5a,22073,2022-08-08T13:00:00Z,4,17.5,-200,-200,2666.021942424057
FB5a,22074,2022-08-08T13:15:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22075,2022-08-08T13:30:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22076,2022-08-08T13:45:00Z,4,17.25,-200,-200,2666.2936250840417
FB5a,22077,2022-08-08T14:00:00Z,4,17.375,-200,-200,2665.7502597640732
FB5a,22078,2022-08-08T14:15:00Z,4,17.3125,-200,-200,2666.021942424057
FB5a,22079,2022-08-08T14:30:00Z,4,17.5,-200,-200,2665.7502597640732
FB5a,22080,2022-08-08T14:45:00Z,4,17.5625,-200,-200,2666.021942424057
FB5a,22081,2022-08-08T15:00:00Z,4,17.625,-200,-200,2666.021942424057
FB5a,22082,2022-08-08T15:15:00Z,4,17.75,-200,-200,2665.7502597640732
FB5a,22083,2022-08-08T15:30:00Z,4,18,-200,-200,2666.021942424057
FB5a,22084,2022-08-08T15:45:00Z,4,17.875,-200,-200,2666.021942424057
FB5a,22085,2022-08-08T16:00:00Z,4,18.25,-200,-200,2666.021942424057
FB5a,22086,2022-08-08T16:15:00Z,4,18.125,-200,-200,2666.021942424057
FB5a,22087,2022-08-08T16:30:00Z,4,18.0625,-200,-200,2666.021942424057
FB5a,22088,2022-08-08T16:45:00Z,4,18,-200,-200,2666.021942424057
FB5a,22089,2022-08-08T17:00:00Z,4,18.3125,-200,-200,2666.021942424057
FB5a,22090,2022-08-08T17:15:00Z,4,18.25,-200,-200,2666.021942424057
FB5a,22091,2022-08-08T17:30:00Z,4,18.5,-200,-200,2666.021942424057
FB5a,22092,2022-08-08T17:45:00Z,4,18.375,-200,-200,2666.021942424057
FB5a,22093,2022-08-08T18:00:00Z,4,18.25,-200,-200,2666.021942424057
FB5a,22094,2022-08-08T18:15:00Z,4,18.25,-200,-200,2666.021942424057
FB5a,22095,2022-08-08T18:30:00Z,4,18.0625,-200,-200,2666.021942424057
FB5a,22096,2022-08-08T18:45:00Z,4,18.375,-200,-200,2666.021942424057
FB5a,22097,2022-08-08T19:00:00Z,4,18.25,-200,-200,2666.021942424057
FB5a,22098,2022-08-08T19:15:00Z,4,19,-200,-200,2666.021942424057
FB5a,22099,2022-08-08T19:30:00Z,4,18.875,-200,-200,2666.021942424057
FB5a,22100,2022-08-08T19:45:00Z,4,19.625,-200,-200,2666.021942424057
FB5a,22101,2022-08-08T20:00:00Z,4,19.1875,-200,-200,2666.021942424057
FB5a,22102,2022-08-08T20:15:00Z,4,19.125,-200,-200,2666.021942424057
FB5a,22103,2022-08-08T20:30:00Z,4,19,-200,-200,2666.021942424057
FB5a,22104,2022-08-08T20:45:00Z,4,19,-200,-200,2666.2936250840417
FB5a,22105,2022-08-08T21:00:00Z,4,19.375,-200,-200,2666.021942424057
FB5a,22106,2022-08-08T21:15:00Z,4,19.25,-200,-200,2666.021942424057
FB5a,22107,2022-08-08T21:30:00Z,4,19.125,-200,-200,2666.021942424057
FB5a,22108,2022-08-08T21:45:00Z,4,18.625,-200,-200,2666.021942424057
FB5a,22109,2022-08-08T22:00:00Z,4,18.25,-200,-200,2665.7502597640732
FB5a,22110,2022-08-08T22:15:00Z,4,18.0625,-200,-200,2666.021942424057
FB5a,22111,2022-08-08T22:30:00Z,4,17.875,-200,-200,2666.021942424057
FB5a,22112,2022-08-08T22:45:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,22113,2022-08-08T23:00:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,22114,2022-08-08T23:15:00Z,4,17.75,-200,-200,2666.021942424057
FB5a,22115,2022-08-08T23:30:00Z,4,17.5625,-200,-200,2666.021942424057
FB5a,22116,2022-08-08T23:45:00Z,4,17.375,-200,-200,2666.2936250840417
FB5a,22117,2022-08-09T00:00:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22118,2022-08-09T00:15:00Z,4,17.4375,-200,-200,2666.021942424057
FB5a,22119,2022-08-09T00:30:00Z,4,17.4375,-200,-200,2666.021942424057
FB5a,22120,2022-08-09T00:45:00Z,4,17.4375,-200,-200,2666.021942424057
FB5a,22121,2022-08-09T01:00:00Z,4,17.5,-200,-200,2666.021942424057
FB5a,22122,2022-08-09T01:15:00Z,4,17.5625,-200,-200,2666.2936250840417
FB5a,22123,2022-08-09T01:30:00Z,4,17.5625,-200,-200,2666.021942424057
FB5a,22124,2022-08-09T01:45:00Z,4,17.3125,-200,-200,2666.021942424057
FB5a,22125,2022-08-09T02:00:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22126,2022-08-09T02:15:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22127,2022-08-09T02:30:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22128,2022-08-09T02:45:00Z,4,17.375,-200,-200,2665.7502597640732
FB5a,22129,2022-08-09T03:00:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22130,2022-08-09T03:15:00Z,4,16.875,-200,-200,2666.021942424057
FB5a,22131,2022-08-09T03:30:00Z,4,16.875,-200,-200,2666.021942424057
FB5a,22132,2022-08-09T03:45:00Z,4,17,-200,-200,2666.021942424057
FB5a,22133,2022-08-09T04:00:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22134,2022-08-09T04:15:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22135,2022-08-09T04:30:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22136,2022-08-09T04:45:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22137,2022-08-09T05:00:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22138,2022-08-09T05:15:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22139,2022-08-09T05:30:00Z,4,17.125,-200,-200,2665.7502597640732
FB5a,22140,2022-08-09T05:45:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22141,2022-08-09T06:00:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22142,2022-08-09T06:15:00Z,4,17.25,-200,-200,2666.2936250840417
FB5a,22143,2022-08-09T06:30:00Z,4,17.3125,-200,-200,2666.021942424057
FB5a,22144,2022-08-09T06:45:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22145,2022-08-09T07:00:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22146,2022-08-09T07:15:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22147,2022-08-09T07:30:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22148,2022-08-09T07:45:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22149,2022-08-09T08:00:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22150,2022-08-09T08:15:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22151,2022-08-09T08:30:00Z,4,17,-200,-200,2666.021942424057
FB5a,22152,2022-08-09T08:45:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22153,2022-08-09T09:00:00Z,4,17,-200,-200,2666.021942424057
FB5a,22154,2022-08-09T09:15:00Z,4,17,-200,-200,2666.021942424057
FB5a,22155,2022-08-09T09:30:00Z,4,17.0625,-200,-200,2666.021942424057
FB5a,22156,2022-08-09T09:45:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22157,2022-08-09T10:00:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22158,2022-08-09T10:15:00Z,4,17,-200,-200,2666.2936250840417
FB5a,22159,2022-08-09T10:30:00Z,4,17,-200,-200,2666.2936250840417
FB5a,22160,2022-08-09T10:45:00Z,4,16.9375,-200,-200,2666.021942424057
FB5a,22161,2022-08-09T11:00:00Z,4,17,-200,-200,2666.021942424057
FB5a,22162,2022-08-09T11:15:00Z,4,17,-200,-200,2666.021942424057
FB5a,22163,2022-08-09T11:30:00Z,4,16.9375,-200,-200,2666.021942424057
FB5a,22164,2022-08-09T11:45:00Z,4,16.9375,-200,-200,2666.021942424057
FB5a,22165,2022-08-09T12:00:00Z,4,16.875,-200,-200,2666.021942424057
FB5a,22166,2022-08-09T12:15:00Z,4,16.875,-200,-200,2666.021942424057
FB5a,22167,2022-08-09T12:30:00Z,4,17,-200,-200,2666.021942424057
FB5a,22168,2022-08-09T12:45:00Z,4,17.125,-200,-200,2666.021942424057
FB5a,22169,2022-08-09T13:00:00Z,4,17.1875,-200,-200,2666.021942424057
FB5a,22170,2022-08-09T13:15:00Z,4,17.25,-200,-200,2666.021942424057
FB5a,22171,2022-08-09T13:30:00Z,4,17.3125,-200,-200,2666.021942424057
FB5a,22172,2022-08-09T13:45:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22173,2022-08-09T14:00:00Z,4,17.375,-200,-200,2666.021942424057
FB5a,22174,2022-08-09T14:15:00Z,4,17.5,-200,-200,2666.021942424057
FB5a,22175,2022-08-09T14:30:00Z,4,17.625,-200,-200,2666.021942424057
FB5a,22176,2022-08-09T14:45:00Z,4,17.8125,-200,-200,2666.021942424057
FB5a,22177,2022-08-09T15:00:00Z,4,18.0625,-200,-200,2666.021942424057
FB5a,22178,2022-08-09T15:15:00Z,4,18.125,-200,-200,2666.021942424057
FB5a,22179,2022-08-09T15:30:00Z,4,18.5,-200,-200,2666.021942424057
FB5a,22180,2022-08-09T15:45:00Z,4,18.5,-200,-200,2666.021942424057
FB5a,22181,2022-08-09T16:00:00Z,4,18.625,-200,-200,2666.021942424057
FB5a,22182,2022-08-09T16:15:00Z,4,19.125,-200,-200,2666.021942424057
FB5a,22183,2022-08-09T16:30:00Z,4,19.375,-200,-200,2666.021942424057
FB5a,22184,2022-08-09T16:45:00Z,4,19.5,-200,-200,2666.021942424057
FB5a,22185,2022-08-09T17:00:00Z,4,19.8125,-200,-200,2666.021942424057
FB5a,22186,2022-08-09T17:15:00Z,4,20.4375,-200,-200,2666.021942424057
FB5a,22187,2022-08-09T17:30:00Z,4,20.375,-200,-200,2666.021942424057
FB5a,22188,2022-08-09T17:45:00Z,4,20.5,-200,-200,2666.021942424057
FB5a,22189,2022-08-09T18:00:00Z,4,20.6875,-200,-200,2665.7502597640732
FB5a,22190,2022-08-09T18:15:00Z,4,20.75,-200,-200,2665.7502597640732
FB5a,22191,2022-08-09T18:30:00Z,4,20.9375,-200,-200,2665.7502597640732
FB5a,22192,2022-08-09T18:45:00Z,4,21.5625,-200,-200,2665.7502597640732
FB5a,22193,2022-08-09T19:00:00Z,4,23.875,-200,-200,2665.4785771040893
FB5a,22194,2022-08-09T19:15:00Z,4,21.75,-200,-200,2665.206894444105
FB5a,22195,2022-08-09T19:30:00Z,4,21.4375,-200,-200,2665.4785771040893
FB5a,22196,2022-08-09T19:45:00Z,4,21.375,-200,-200,2665.206894444105
FB5a,22197,2022-08-09T20:00:00Z,4,20.625,-200,-200,2664.935211784121
FB5a,22198,2022-08-09T20:15:00Z,4,22.5,-200,-200,2664.663529124137
FB5a,22199,2022-08-09T20:30:00Z,4,21.25,-200,-200,2664.391846464153
FB5a,22200,2022-08-09T20:45:00Z,4,20.4375,-200,-200,2664.391846464153
FB5a,22201,2022-08-09T21:00:00Z,4,19.875,-200,-200,2664.391846464153
FB5a,22202,2022-08-09T21:15:00Z,4,20,-200,-200,2664.391846464153
FB5a,22203,2022-08-09T21:30:00Z,4,21.75,-200,-200,2664.1201638041684
FB5a,22204,2022-08-09T21:45:00Z,4,20,-200,-200,2664.1201638041684
FB5a,22205,2022-08-09T22:00:00Z,4,20.625,-200,-200,2664.1201638041684
FB5a,22206,2022-08-09T22:15:00Z,4,20,-200,-200,2664.1201638041684
FB5a,22207,2022-08-09T22:30:00Z,4,19.25,-200,-200,2664.1201638041684
FB5a,22208,2022-08-09T22:45:00Z,4,19.0625,-200,-200,2664.391846464153
FB5a,22209,2022-08-09T23:00:00Z,4,19,-200,-200,2664.391846464153
FB5a,22210,2022-08-09T23:15:00Z,4,18.875,-200,-200,2664.663529124137
FB5a,22211,2022-08-09T23:30:00Z,4,18.75,-200,-200,2664.391846464153
FB5a,22212,2022-08-09T23:45:00Z,4,18.625,-200,-200,2664.663529124137
FB5a,22213,2022-08-10T00:00:00Z,4,18.5,-200,-200,2664.1201638041684
