Dendrometer,.id,Timestamp,Moisture,T1,T2,T3,Radius,TWD
ET8a,21278,2022-07-23T21:45:00Z,4,20.5,-200,-200,2868.697206772202,0
ET8a,21279,2022-07-23T22:00:00Z,4,20.625,-200,-200,2868.4255241122182,0
ET8a,21280,2022-07-23T22:15:00Z,4,20.5,-200,-200,2868.4255241122182,0
ET8a,21281,2022-07-23T22:30:00Z,4,20.25,-200,-200,2868.4255241122182,0
ET8a,21282,2022-07-23T22:45:00Z,4,20.25,-200,-200,2868.697206772202,0
ET8a,21283,2022-07-23T23:00:00Z,4,20.125,-200,-200,2868.4255241122182,0
ET8a,21284,2022-07-23T23:15:00Z,4,20.0625,-200,-200,2868.697206772202,0
ET8a,21285,2022-07-23T23:30:00Z,4,20,-200,-200,2868.1538414522342,0
ET8a,21286,2022-07-23T23:45:00Z,4,19.75,-200,-200,2868.1538414522342,0
ET8a,21287,2022-07-24T00:00:00Z,4,19.625,-200,-200,2868.1538414522342,0
ET8a,21288,2022-07-24T00:15:00Z,4,19.5,-200,-200,2868.4255241122182,0
ET8a,21289,2022-07-24T00:30:00Z,4,19.5,-200,-200,2868.4255241122182,0
ET8a,21290,2022-07-24T00:45:00Z,4,19.375,-200,-200,2868.697206772202,0
ET8a,21291,2022-07-24T01:00:00Z,4,19.3125,-200,-200,2868.697206772202,0
ET8a,21292,2022-07-24T01:15:00Z,4,19.1875,-200,-200,2868.9688894321866,0
ET8a,21293,2022-07-24T01:30:00Z,4,19,-200,-200,2869.2405720921706,0
ET8a,21294,2022-07-24T01:45:00Z,4,18.9375,-200,-200,2869.2405720921706,0
ET8a,21295,2022-07-24T02:00:00Z,4,18.875,-200,-200,2869.5122547521546,0
ET8a,21296,2022-07-24T02:15:00Z,4,18.75,-200,-200,2869.5122547521546,0
ET8a,21297,2022-07-24T02:30:00Z,4,18.75,-200,-200,2869.5122547521546,0
ET8a,21298,2022-07-24T02:45:00Z,4,18.625,-200,-200,2869.7839374121386,0
ET8a,21299,2022-07-24T03:00:00Z,4,18.5625,-200,-200,2869.5122547521546,0
ET8a,21300,2022-07-24T03:15:00Z,4,18.5,-200,-200,2869.5122547521546,0
ET8a,21301,2022-07-24T03:30:00Z,4,18.5,-200,-200,2869.5122547521546,0
ET8a,21302,2022-07-24T03:45:00Z,4,18.5,-200,-200,2869.5122547521546,0
ET8a,21303,2022-07-24T04:00:00Z,4,18.4375,-200,-200,2869.5122547521546,0
ET8a,21304,2022-07-24T04:15:00Z,4,18.375,-200,-200,2869.5122547521546,0
ET8a,21305,2022-07-24T04:30:00Z,4,18.25,-200,-200,2869.5122547521546,0
ET8a,21306,2022-07-24T04:45:00Z,4,18.1875,-200,-200,2869.7839374121386,0
ET8a,21307,2022-07-24T05:00:00Z,4,18.0625,-200,-200,2869.7839374121386,0
ET8a,21308,2022-07-24T05:15:00Z,4,17.9375,-200,-200,2869.5122547521546,0
ET8a,21309,2022-07-24T05:30:00Z,4,18,-200,-200,2869.5122547521546,0
ET8a,21310,2022-07-24T05:45:00Z,4,18.125,-200,-200,2869.7839374121386,0
ET8a,21311,2022-07-24T06:00:00Z,4,18.25,-200,-200,2869.7839374121386,0
ET8a,21312,2022-07-24T06:15:00Z,4,18.3125,-200,-200,2869.7839374121386,0
ET8a,21313,2022-07-24T06:30:00Z,4,18.3125,-200,-200,2869.7839374121386,0
ET8a,21314,2022-07-24T06:45:00Z,4,18.375,-200,-200,2869.7839374121386,0
ET8a,21315,2022-07-24T07:00:00Z,4,18.375,-200,-200,2869.5122547521546,0
ET8a,21316,2022-07-24T07:15:00Z,4,18.375,-200,-200,2869.7839374121386,0
ET8a,21317,2022-07-24T07:30:00Z,4,18.375,-200,-200,2869.5122547521546,0
ET8a,21318,2022-07-24T07:45:00Z,4,18.3125,-200,-200,2869.7839374121386,0
ET8a,21319,2022-07-24T08:00:00Z,4,18.25,-200,-200,2869.7839374121386,0
ET8a,21320,2022-07-24T08:15:00Z,4,18.1875,-200,-200,2869.7839374121386,0
ET8a,21321,2022-07-24T08:30:00Z,4,18.125,-200,-200,2869.7839374121386,0
ET8a,21322,2022-07-24T08:45:00Z,4,18.125,-200,-200,2869.7839374121386,0
ET8a,21323,2022-07-24T09:00:00Z,4,18,-200,-200,2869.7839374121386,0
ET8a,21324,2022-07-24T09:15:00Z,4,18,-200,-200,2869.7839374121386,0
ET8a,21325,2022-07-24T09:30:00Z,4,18,-200,-200,2869.7839374121386,0
ET8a,21326,2022-07-24T09:45:00Z,4,18,-200,-200,2869.7839374121386,0
ET8a,21327,2022-07-24T10:00:00Z,4,17.875,-200,-200,2869.7839374121386,0
ET8a,21328,2022-07-24T10:15:00Z,4,17.8125,-200,-200,2870.055620072123,0
ET8a,21329,2022-07-24T10:30:00Z,4,17.75,-200,-200,2869.7839374121386,0
ET8a,21330,2022-07-24T10:45:00Z,4,17.75,-200,-200,2869.7839374121386,0
ET8a,21331,2022-07-24T11:00:00Z,4,17.75,-200,-200,2870.055620072123,0
ET8a,21332,2022-07-24T11:15:00Z,4,17.75,-200,-200,2870.055620072123,0
ET8a,21333,2022-07-24T11:30:00Z,4,17.6875,-200,-200,2870.055620072123,0
ET8a,21334,2022-07-24T11:45:00Z,4,17.75,-200,-200,2870.055620072123,0
ET8a,21335,2022-07-24T12:00:00Z,4,17.8125,-200,-200,2870.055620072123,0
ET8a,21336,2022-07-24T12:15:00Z,4,17.875,-200,-200,2870.327302732107,0
ET8a,21337,2022-07-24T12:30:00Z,4,18,-200,-200,2870.055620072123,0
ET8a,21338,2022-07-24T12:45:00Z,4,18,-200,-200,2870.055620072123,0
ET8a,21339,2022-07-24T13:00:00Z,4,18.0625,-200,-200,2870.055620072123,0
ET8a,21340,2022-07-24T13:15:00Z,4,18,-200,-200,2870.055620072123,0
ET8a,21341,2022-07-24T13:30:00Z,4,17.875,-200,-200,2870.055620072123,0
ET8a,21342,2022-07-24T13:45:00Z,4,17.875,-200,-200,2870.055620072123,0
ET8a,21343,2022-07-24T14:00:00Z,4,18,-200,-200,2870.055620072123,0
ET8a,21344,2022-07-24T14:15:00Z,4,18.125,-200,-200,2870.055620072123,0
ET8a,21345,2022-07-24T14:30:00Z,4,18.125,-200,-200,2870.055620072123,0
ET8a,21346,2022-07-24T14:45:00Z,4,18.125,-200,-200,2870.055620072123,0
ET8a,21347,2022-07-24T15:00:00Z,4,18.0625,-200,-200,2870.055620072123,0
ET8a,21348,2022-07-24T15:15:00Z,4,18.0625,-200,-200,2870.055620072123,0
ET8a,21349,2022-07-24T15:30:00Z,4,18.0625,-200,-200,2870.055620072123,0
ET8a,21350,2022-07-24T15:45:00Z,4,18,-200,-200,2870.598985392091,0
ET8a,21351,2022-07-24T16:00:00Z,4,17.9375,-200,-200,2871.1423507120594,0
ET8a,21352,2022-07-24T16:15:00Z,4,17.8125,-200,-200,2871.1423507120594,0
ET8a,21353,2022-07-24T16:30:00Z,4,17.625,-200,-200,2871.957398692012,0
ET8a,21354,2022-07-24T16:45:00Z,4,17.625,-200,-200,2872.5007640119798,0
ET8a,21355,2022-07-24T17:00:00Z,4,17.75,-200,-200,2872.5007640119798,0
ET8a,21356,2022-07-24T17:15:00Z,4,17.875,-200,-200,2872.229081351996,0
ET8a,21357,2022-07-24T17:30:00Z,4,18.0625,-200,-200,2872.229081351996,0
ET8a,21358,2022-07-24T17:45:00Z,4,18.375,-200,-200,2871.957398692012,0
ET8a,21359,2022-07-24T18:00:00Z,4,18.6875,-200,-200,2871.957398692012,0
ET8a,21360,2022-07-24T18:15:00Z,4,19.125,-200,-200,2871.957398692012,0
ET8a,21361,2022-07-24T18:30:00Z,4,19.125,-200,-200,2871.6857160320274,0
ET8a,21362,2022-07-24T18:45:00Z,4,19,-200,-200,2871.6857160320274,0
ET8a,21363,2022-07-24T19:00:00Z,4,19,-200,-200,2871.6857160320274,0
ET8a,21364,2022-07-24T19:15:00Z,4,19.1875,-200,-200,2871.6857160320274,0
ET8a,21365,2022-07-24T19:30:00Z,4,19.25,-200,-200,2871.6857160320274,0
ET8a,21366,2022-07-24T19:45:00Z,4,19.1875,-200,-200,2871.6857160320274,0
ET8a,21367,2022-07-24T20:00:00Z,4,19.625,-200,-200,2871.6857160320274,0
ET8a,21368,2022-07-24T20:15:00Z,4,19.75,-200,-200,2871.957398692012,0
ET8a,21369,2022-07-24T20:30:00Z,4,19.625,-200,-200,2871.957398692012,0
ET8a,21370,2022-07-24T20:45:00Z,4,19.75,-200,-200,2871.957398692012,0
ET8a,21371,2022-07-24T21:00:00Z,4,19.625,-200,-200,2871.957398692012,0
ET8a,21372,2022-07-24T21:15:00Z,4,19.8125,-200,-200,2871.957398692012,0
ET8a,21373,2022-07-24T21:30:00Z,4,20,-200,-200,2872.229081351996,0
ET8a,21374,2022-07-24T21:45:00Z,4,20.125,-200,-200,2871.957398692012,0
ET8a,21375,2022-07-24T22:00:00Z,4,20.125,-200,-200,2871.957398692012,0
ET8a,21376,2022-07-24T22:15:00Z,4,19.5,-200,-200,2872.229081351996,0
ET8a,21377,2022-07-24T22:30:00Z,4,19.25,-200,-200,2871.957398692012,0
ET8a,21378,2022-07-24T22:45:00Z,4,19.125,-200,-200,2871.957398692012,0
ET8a,21379,2022-07-24T23:00:00Z,4,19,-200,-200,2871.957398692012,0
ET8a,21380,2022-07-24T23:15:00Z,4,18.875,-200,-200,2871.957398692012,0
ET8a,21381,2022-07-24T23:30:00Z,4,18.75,-200,-200,2871.957398692012,0
ET8a,21382,2022-07-24T23:45:00Z,4,18.625,-200,-200,2871.6857160320274,0
ET8a,21383,2022-07-25T00:00:00Z,4,18.5,-200,-200,2871.957398692012,0
ET8a,21384,2022-07-25T00:15:00Z,4,18.5,-200,-200,2871.957398692012,0
ET8a,21385,2022-07-25T00:30:00Z,4,18.5,-200,-200,2871.957398692012,0
ET8a,21386,2022-07-25T00:45:00Z,4,18.4375,-200,-200,2871.957398692012,0
ET8a,21387,2022-07-25T01:00:00Z,4,18.375,-200,-200,2871.957398692012,0
ET8a,21388,2022-07-25T01:15:00Z,4,18.375,-200,-200,2871.957398692012,0
ET8a,21389,2022-07-25T01:30:00Z,4,18.3125,-200,-200,2871.957398692012,0
ET8a,21390,2022-07-25T01:45:00Z,4,18.3125,-200,-200,2871.957398692012,0
ET8a,21391,2022-07-25T02:00:00Z,4,18.125,-200,-200,2871.6857160320274,0
ET8a,21392,2022-07-25T02:15:00Z,4,18.0625,-200,-200,2871.6857160320274,0
ET8a,21393,2022-07-25T02:30:00Z,4,17.9375,-200,-200,2871.6857160320274,0
ET8a,21394,2022-07-25T02:45:00Z,4,17.9375,-200,-200,2871.6857160320274,0
ET8a,21395,2022-07-25T03:00:00Z,4,17.9375,-200,-200,2871.6857160320274,0
ET8a,21396,2022-07-25T03:15:00Z,4,18,-200,-200,2871.6857160320274,0
ET8a,21397,2022-07-25T03:30:00Z,4,18,-200,-200,2871.6857160320274,0
ET8a,21398,2022-07-25T03:45:00Z,4,18.125,-200,-200,2871.957398692012,0
ET8a,21399,2022-07-25T04:00:00Z,4,18.125,-200,-200,2871.6857160320274,0
ET8a,21400,2022-07-25T04:15:00Z,4,18.125,-200,-200,2871.6857160320274,0
ET8a,21401,2022-07-25T04:30:00Z,4,17.9375,-200,-200,2871.6857160320274,0
ET8a,21402,2022-07-25T04:45:00Z,4,18,-200,-200,2871.6857160320274,0
ET8a,21403,2022-07-25T05:00:00Z,4,18,-200,-200,2871.6857160320274,0
ET8a,21404,2022-07-25T05:15:00Z,4,17.875,-200,-200,2871.6857160320274,0
ET8a,21405,2022-07-25T05:30:00Z,4,17.875,-200,-200,2871.6857160320274,0
ET8a,21406,2022-07-25T05:45:00Z,4,17.75,-200,-200,2871.6857160320274,0
ET8a,21407,2022-07-25T06:00:00Z,4,17.8125,-200,-200,2871.6857160320274,0
ET8a,21408,2022-07-25T06:15:00Z,4,17.875,-200,-200,2871.6857160320274,0
ET8a,21409,2022-07-25T06:30:00Z,4,17.8125,-200,-200,2871.6857160320274,0
ET8a,21410,2022-07-25T06:45:00Z,4,17.6875,-200,-200,2871.6857160320274,0
ET8a,21411,2022-07-25T07:00:00Z,4,17.5625,-200,-200,2871.6857160320274,0
ET8a,21412,2022-07-25T07:15:00Z,4,17.6875,-200,-200,2871.957398692012,0
ET8a,21413,2022-07-25T07:30:00Z,4,17.5625,-200,-200,2871.6857160320274,0
ET8a,21414,2022-07-25T07:45:00Z,4,17.375,-200,-200,2871.6857160320274,0
ET8a,21415,2022-07-25T08:00:00Z,4,17.125,-200,-200,2871.957398692012,0
ET8a,21416,2022-07-25T08:15:00Z,4,17,-200,-200,2871.957398692012,0
ET8a,21417,2022-07-25T08:30:00Z,4,16.875,-200,-200,2871.957398692012,0
ET8a,21418,2022-07-25T08:45:00Z,4,16.9375,-200,-200,2871.957398692012,0
ET8a,21419,2022-07-25T09:00:00Z,4,17.0625,-200,-200,2871.957398692012,0
ET8a,21420,2022-07-25T09:15:00Z,4,17,-200,-200,2871.957398692012,0
ET8a,21421,2022-07-25T09:30:00Z,4,17.125,-200,-200,2871.957398692012,0
ET8a,21422,2022-07-25T09:45:00Z,4,17.25,-200,-200,2871.957398692012,0
ET8a,21423,2022-07-25T10:00:00Z,4,17.25,-200,-200,2871.957398692012,0
ET8a,21424,2022-07-25T10:15:00Z,4,17.125,-200,-200,2871.957398692012,0
ET8a,21425,2022-07-25T10:30:00Z,4,17.0625,-200,-200,2871.957398692012,0
ET8a,21426,2022-07-25T10:45:00Z,4,16.9375,-200,-200,2871.957398692012,0
ET8a,21427,2022-07-25T11:00:00Z,4,17,-200,-200,2871.957398692012,0
ET8a,21428,2022-07-25T11:15:00Z,4,17.25,-200,-200,2871.957398692012,0
ET8a,21429,2022-07-25T11:30:00Z,4,17.25,-200,-200,2871.957398692012,0
ET8a,21430,2022-07-25T11:45:00Z,4,17.3125,-200,-200,2871.957398692012,0
ET8a,21431,2022-07-25T12:00:00Z,4,17.375,-200,-200,2871.957398692012,0
ET8a,21432,2022-07-25T12:15:00Z,4,17.875,-200,-200,2871.957398692012,0
ET8a,21433,2022-07-25T12:30:00Z,4,18.5,-200,-200,2871.957398692012,0
ET8a,21434,2022-07-25T12:45:00Z,4,19.125,-200,-200,2871.957398692012,0
ET8a,21435,2022-07-25T13:00:00Z,4,20,-200,-200,2871.957398692012,0
ET8a,21436,2022-07-25T13:15:00Z,4,20.0625,-200,-200,2871.957398692012,0
ET8a,21437,2022-07-25T13:30:00Z,4,20,-200,-200,2871.6857160320274,0
ET8a,21438,2022-07-25T13:45:00Z,4,20.25,-200,-200,2871.6857160320274,0
ET8a,21439,2022-07-25T14:00:00Z,4,20.75,-200,-200,2870.598985392091,0
ET8a,21440,2022-07-25T14:15:00Z,4,20.375,-200,-200,2870.327302732107,0
ET8a,21441,2022-07-25T14:30:00Z,4,19.875,-200,-200,2868.4255241122182,0
ET8a,21442,2022-07-25T14:45:00Z,4,20.25,-200,-200,2865.437014852393,0
ET8a,21443,2022-07-25T15:00:00Z,4,20.625,-200,-200,2866.7954281523134,0
ET8a,21444,2022-07-25T15:15:00Z,4,20.625,-200,-200,2865.980380172361,0
ET8a,21445,2022-07-25T15:30:00Z,4,20.625,-200,-200,2863.8069188924883,0
ET8a,21446,2022-07-25T15:45:00Z,4,21.4375,-200,-200,2862.991870912536,0
ET8a,21447,2022-07-25T16:00:00Z,4,21.375,-200,-200,2862.448505592568,0
ET8a,21448,2022-07-25T16:15:00Z,4,21.375,-200,-200,2860.0033616527107,0
ET8a,21449,2022-07-25T16:30:00Z,4,21.625,-200,-200,2846.9625939734738,0
ET8a,21450,2022-07-25T16:45:00Z,4,21.625,-200,-200,2843.159036733696,0
ET8a,21451,2022-07-25T17:00:00Z,4,21.0625,-200,-200,2842.343988753744,0
ET8a,21452,2022-07-25T17:15:00Z,4,21.4375,-200,-200,2842.07230609376,0
ET8a,21453,2022-07-25T17:30:00Z,4,21.5625,-200,-200,2841.8006234337754,0
ET8a,21454,2022-07-25T17:45:00Z,4,22.0625,-200,-200,2840.9855754538235,0
ET8a,21455,2022-07-25T18:00:00Z,4,22.375,-200,-200,2837.725383534014,0
ET8a,21456,2022-07-25T18:15:00Z,4,22.4375,-200,-200,2837.45370087403,0
ET8a,21457,2022-07-25T18:30:00Z,4,21.75,-200,-200,2837.45370087403,0
ET8a,21458,2022-07-25T18:45:00Z,4,22,-200,-200,2837.45370087403,0
ET8a,21459,2022-07-25T19:00:00Z,4,22.125,-200,-200,2837.45370087403,0
ET8a,21460,2022-07-25T19:15:00Z,4,21.75,-200,-200,2837.45370087403,0
ET8a,21461,2022-07-25T19:30:00Z,4,21.75,-200,-200,2837.45370087403,0
ET8a,21462,2022-07-25T19:45:00Z,4,22.125,-200,-200,2837.45370087403,0
ET8a,21463,2022-07-25T20:00:00Z,4,21.875,-200,-200,2837.45370087403,0
ET8a,21464,2022-07-25T20:15:00Z,4,21.75,-200,-200,2837.182018214046,0
ET8a,21465,2022-07-25T20:30:00Z,4,21.625,-200,-200,2837.182018214046,0
ET8a,21466,2022-07-25T20:45:00Z,4,21.8125,-200,-200,2837.45370087403,0
ET8a,21467,2022-07-25T21:00:00Z,4,21.75,-200,-200,2837.45370087403,0
ET8a,21468,2022-07-25T21:15:00Z,4,21.875,-200,-200,2837.182018214046,0
ET8a,21469,2022-07-25T21:30:00Z,4,21.75,-200,-200,2837.182018214046,0
ET8a,21470,2022-07-25T21:45:00Z,4,21.8125,-200,-200,2837.45370087403,0
ET8a,21471,2022-07-25T22:00:00Z,4,21.1875,-200,-200,2837.182018214046,0
ET8a,21472,2022-07-25T22:15:00Z,4,21.125,-200,-200,2837.45370087403,0
ET8a,21473,2022-07-25T22:30:00Z,4,20.875,-200,-200,2837.45370087403,0
ET8a,21474,2022-07-25T22:45:00Z,4,20.875,-200,-200,2837.45370087403,0
ET8a,21475,2022-07-25T23:00:00Z,4,20.6875,-200,-200,2837.45370087403,0
ET8a,21476,2022-07-25T23:15:00Z,4,20.25,-200,-200,2837.45370087403,0
ET8a,21477,2022-07-25T23:30:00Z,4,20,-200,-200,2837.45370087403,0
ET8a,21478,2022-07-25T23:45:00Z,4,19.75,-200,-200,2837.182018214046,0
ET8a,21479,2022-07-26T00:00:00Z,4,19.625,-200,-200,2837.45370087403,0
ET8a,21480,2022-07-26T00:15:00Z,4,19.5,-200,-200,2837.45370087403,0
ET8a,21481,2022-07-26T00:30:00Z,4,19.375,-200,-200,2837.45370087403,0
ET8a,21482,2022-07-26T00:45:00Z,4,19.25,-200,-200,2837.45370087403,0
ET8a,21483,2022-07-26T01:00:00Z,4,19.0625,-200,-200,2837.725383534014,0
ET8a,21484,2022-07-26T01:15:00Z,4,18.8125,-200,-200,2837.725383534014,0
ET8a,21485,2022-07-26T01:30:00Z,4,18.75,-200,-200,2837.725383534014,0
ET8a,21486,2022-07-26T01:45:00Z,4,18.625,-200,-200,2837.725383534014,0
ET8a,21487,2022-07-26T02:00:00Z,4,18.5625,-200,-200,2837.997066193998,0
ET8a,21488,2022-07-26T02:15:00Z,4,18.5,-200,-200,2837.997066193998,0
ET8a,21489,2022-07-26T02:30:00Z,4,18.5,-200,-200,2837.997066193998,0
ET8a,21490,2022-07-26T02:45:00Z,4,18.375,-200,-200,2838.2687488539823,0
ET8a,21491,2022-07-26T03:00:00Z,4,18.375,-200,-200,2838.2687488539823,0
ET8a,21492,2022-07-26T03:15:00Z,4,18.125,-200,-200,2838.2687488539823,0
ET8a,21493,2022-07-26T03:30:00Z,4,17.9375,-200,-200,2838.2687488539823,0
ET8a,21494,2022-07-26T03:45:00Z,4,17.875,-200,-200,2838.2687488539823,0
ET8a,21495,2022-07-26T04:00:00Z,4,17.625,-200,-200,2838.2687488539823,0
ET8a,21496,2022-07-26T04:15:00Z,4,17.5,-200,-200,2838.5404315139663,0
ET8a,21497,2022-07-26T04:30:00Z,4,17.625,-200,-200,2838.2687488539823,0
ET8a,21498,2022-07-26T04:45:00Z,4,17.625,-200,-200,2838.5404315139663,0
ET8a,21499,2022-07-26T05:00:00Z,4,17.6875,-200,-200,2838.5404315139663,0
ET8a,21500,2022-07-26T05:15:00Z,4,17.6875,-200,-200,2838.5404315139663,0
ET8a,21501,2022-07-26T05:30:00Z,4,17.625,-200,-200,2838.5404315139663,0
ET8a,21502,2022-07-26T05:45:00Z,4,17.375,-200,-200,2838.8121141739502,0
ET8a,21503,2022-07-26T06:00:00Z,4,17.5,-200,-200,2838.8121141739502,0
ET8a,21504,2022-07-26T06:15:00Z,4,17.75,-200,-200,2838.8121141739502,0
ET8a,21505,2022-07-26T06:30:00Z,4,17.75,-200,-200,2838.8121141739502,0
ET8a,21506,2022-07-26T06:45:00Z,4,17.625,-200,-200,2838.8121141739502,0
ET8a,21507,2022-07-26T07:00:00Z,4,17.875,-200,-200,2838.8121141739502,0
ET8a,21508,2022-07-26T07:15:00Z,4,17.9375,-200,-200,2838.8121141739502,0
ET8a,21509,2022-07-26T07:30:00Z,4,17.875,-200,-200,2838.8121141739502,0
ET8a,21510,2022-07-26T07:45:00Z,4,17.875,-200,-200,2839.0837968339347,0
ET8a,21511,2022-07-26T08:00:00Z,4,17.75,-200,-200,2839.0837968339347,0
ET8a,21512,2022-07-26T08:15:00Z,4,17.625,-200,-200,2839.3554794939187,0
ET8a,21513,2022-07-26T08:30:00Z,4,17.5625,-200,-200,2839.6271621539026,0
ET8a,21514,2022-07-26T08:45:00Z,4,17.625,-200,-200,2839.8988448138866,0
ET8a,21515,2022-07-26T09:00:00Z,4,17.625,-200,-200,2839.8988448138866,0
ET8a,21516,2022-07-26T09:15:00Z,4,17.625,-200,-200,2839.8988448138866,0
ET8a,21517,2022-07-26T09:30:00Z,4,17.625,-200,-200,2840.442210133855,0
ET8a,21518,2022-07-26T09:45:00Z,4,17.0625,-200,-200,2840.9855754538235,0
ET8a,21519,2022-07-26T10:00:00Z,4,16.875,-200,-200,2841.2572581138074,0
ET8a,21520,2022-07-26T10:15:00Z,4,16.875,-200,-200,2841.2572581138074,0
ET8a,21521,2022-07-26T10:30:00Z,4,16.875,-200,-200,2841.5289407737914,0
ET8a,21522,2022-07-26T10:45:00Z,4,17,-200,-200,2841.5289407737914,0
ET8a,21523,2022-07-26T11:00:00Z,4,17,-200,-200,2841.5289407737914,0
ET8a,21524,2022-07-26T11:15:00Z,4,17,-200,-200,2841.5289407737914,0
ET8a,21525,2022-07-26T11:30:00Z,4,17,-200,-200,2841.5289407737914,0
ET8a,21526,2022-07-26T11:45:00Z,4,17,-200,-200,2841.5289407737914,0
ET8a,21527,2022-07-26T12:00:00Z,4,17.125,-200,-200,2841.8006234337754,0
ET8a,21528,2022-07-26T12:15:00Z,4,17.125,-200,-200,2841.8006234337754,0
ET8a,21529,2022-07-26T12:30:00Z,4,17.125,-200,-200,2842.07230609376,0
ET8a,21530,2022-07-26T12:45:00Z,4,17.625,-200,-200,2841.8006234337754,0
ET8a,21531,2022-07-26T13:00:00Z,4,18.375,-200,-200,2841.8006234337754,0
ET8a,21532,2022-07-26T13:15:00Z,4,19.375,-200,-200,2841.8006234337754,0
ET8a,21533,2022-07-26T13:30:00Z,4,20.375,-200,-200,2841.8006234337754,0
ET8a,21534,2022-07-26T13:45:00Z,4,21,-200,-200,2841.8006234337754,0
ET8a,21535,2022-07-26T14:00:00Z,4,22.0625,-200,-200,2841.2572581138074,0
ET8a,21536,2022-07-26T14:15:00Z,4,21.5,-200,-200,2841.2572581138074,0
ET8a,21537,2022-07-26T14:30:00Z,4,21,-200,-200,2841.5289407737914,0
ET8a,21538,2022-07-26T14:45:00Z,4,20.375,-200,-200,2841.5289407737914,0
ET8a,21539,2022-07-26T15:00:00Z,4,20.75,-200,-200,2841.2572581138074,0
ET8a,21540,2022-07-26T15:15:00Z,4,19.875,-200,-200,2841.2572581138074,0
ET8a,21541,2022-07-26T15:30:00Z,4,19.75,-200,-200,2841.5289407737914,0
ET8a,21542,2022-07-26T15:45:00Z,4,19.75,-200,-200,2841.2572581138074,0
ET8a,21543,2022-07-26T16:00:00Z,4,20,-200,-200,2841.2572581138074,0
ET8a,21544,2022-07-26T16:15:00Z,4,20.4375,-200,-200,2841.2572581138074,0
ET8a,21545,2022-07-26T16:30:00Z,4,21.375,-200,-200,2841.2572581138074,0
ET8a,21546,2022-07-26T16:45:00Z,4,21.125,-200,-200,2841.2572581138074,0
ET8a,21547,2022-07-26T17:00:00Z,4,21,-200,-200,2841.2572581138074,0
ET8a,21548,2022-07-26T17:15:00Z,4,20.9375,-200,-200,2841.2572581138074,0
ET8a,21549,2022-07-26T17:30:00Z,4,20.75,-200,-200,2841.2572581138074,0
ET8a,21550,2022-07-26T17:45:00Z,4,21.0625,-200,-200,2841.2572581138074,0
ET8a,21551,2022-07-26T18:00:00Z,4,21.1875,-200,-200,2841.2572581138074,0
ET8a,21552,2022-07-26T18:15:00Z,4,21.25,-200,-200,2841.2572581138074,0
ET8a,21553,2022-07-26T18:30:00Z,4,21.75,-200,-200,2841.2572581138074,0
ET8a,21554,2022-07-26T18:45:00Z,4,21.75,-200,-200,2840.9855754538235,0
ET8a,21555,2022-07-26T19:00:00Z,4,21.5,-200,-200,2840.9855754538235,0
ET8a,21556,2022-07-26T19:15:00Z,4,21.125,-200,-200,2840.9855754538235,0
ET8a,21557,2022-07-26T19:30:00Z,4,21.1875,-200,-200,2840.9855754538235,0
ET8a,21558,2022-07-26T19:45:00Z,4,21.25,-200,-200,2840.9855754538235,0
ET8a,21559,2022-07-26T20:00:00Z,4,20.75,-200,-200,2840.9855754538235,0
ET8a,21560,2022-07-26T20:15:00Z,4,20.5,-200,-200,2840.9855754538235,0
